Name,BusinessName,FeatureID,Address,City,CityEntity,State,ZIP,Phone,MatchStatus,CensusCode,GeoLocation
Authorized Shipping Outlet,Lee Avenue Shipping,8116,199 Lee Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]",718-486-6132,OK,3.60E+14,"GeoPosition[{40.702021, -73.955757}]"
UPS Drop Box,Self Serve Drop Box,8117,329 Hewes St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]","Missing[""NotAvailable""]",OK,3.60E+14,"GeoPosition[{40.706537, -73.953176}]"
UPS Drop Box,Self Serve Drop Box,7854,86 Nroman Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11222""]",212-375-8292,OK,3.60E+14,"GeoPosition[{40.725376, -73.951799}]"
The UPS Store,"Missing[""NotAvailable""]",7902,144 N 7th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]",718-218-6440,OK,3.60E+14,"GeoPosition[{40.718261, -73.958468}]"
Authorized Shipping Outlet,United Shipping Agency Inc,8010,16 Ct St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]",718-222-8888,OK,3.60E+14,"GeoPosition[{40.693356, -73.990625}]"
UPS Drop Box,Bklyn Navy Yd Bldg 3,8012,27 Brooklyn Navy Yard,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",718-218-6440,OK,3.60E+14,"GeoPosition[{40.699929, -73.963801}]"
UPS Drop Box,Self Serve Drop Box,8013,175 Broadway,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]",718-218-6440,OK,3.60E+14,"GeoPosition[{40.710027, -73.962544}]"
UPS Drop Box,Angelo Costa,8014,200 Willoughby Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",718-218-6440,OK,3.60E+14,"GeoPosition[{40.692036, -73.963918}]"
UPS Drop Box,Self Serve Drop Box,8042,4207 Ave M,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.620926, -73.934423}]"
UPS Drop Box,Self Serve Drop Box,8033,1556 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11210""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.633041, -73.947922}]"
UPS Customer Center,Staffed Location,8040,10401 Foster Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.627612, -73.97657}]"
UPS Drop Box,Self Serve Drop Box,8041,3023 Ave J,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11210""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.626832, -73.9466}]"
UPS Drop Box,Self-Serve Drop Box,8043,5122 Ave N,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.618996, -73.925611}]"
UPS Drop Box,Hampshire Properties,8044,992 E 15th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.625528, -73.961512}]"
UPS Drop Box,Falchi Bldg 11,8051,2182 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.616718, -73.93043}]"
UPS Drop Box,Self-Serve Drop Box,8052,1507 Ave M,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.61805, -73.959853}]"
UPS Drop Box,Self-Serve Drop Box,8053,3102 Quentin Rd,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.612334, -73.940285}]"
UPS Drop Box,Self Serve Drop Box,8054,1222 Ave M,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.617725, -73.96227}]"
UPS Drop Box,Self Serve Drop Box,8055,323 9th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.668886, -73.985634}]"
UPS Drop Box,Liberty Travel,8056,1301 Kings Hwy,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11229""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.608094, -73.959968}]"
UPS Drop Box,Reliable,8057,1312 44th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.63753, -73.988792}]"
UPS Drop Box,Checks In The Mail,8058,5014 16th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.63037, -73.986246}]"
UPS Drop Box,Wedyger,8061,1301 47th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.636031, -73.990713}]"
UPS Drop Box,Self Serve Drop Box,8062,186 21st St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11232""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.662432, -73.99532}]"
UPS Drop Box,Park Ave Bldg,8063,544 Park Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.697077, -73.953755}]"
UPS Drop Box,Self Serve Drop Box,8064,225 25th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11232""]",800-742-5877,OK,3.60E+14,"GeoPosition[{40.660261, -73.997595}]"
Authorized Shipping Outlet,Fast Mail Stations,8079,7816 New Utrecht Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11214""]",718-621-1363,OK,3.60E+14,"GeoPosition[{40.613222, -74.000718}]"
Authorized Shipping Outlet,Pc Shipping Solutions,8080,1342 65th St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",718-236-6525,OK,3.60E+14,"GeoPosition[{40.625367, -74.000569}]"
Authorized Shipping Outlet,E-Z Shipping,8081,1080 McDonald Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",718-951-3920,OK,3.60E+14,"GeoPosition[{40.6269, -73.976468}]"
The UPS Store,"Missing[""NotAvailable""]",8082,1421 Sheepshead Bay Rd,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11235""]",718-332-3158,OK,3.60E+14,"GeoPosition[{40.587642, -73.954967}]"
UPS Drop Box,Lipsco Ltd,8083,5022 New Utrecht Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.635517, -73.994919}]"
Authorized Shipping Outlet,Parcel Plus Store Number241,8126,402 Graham Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11211""]",718-392-2212,OK,3.60E+14,"GeoPosition[{40.716799, -73.944718}]"
UPS Drop Box,Self Serve Drop Box,8181,5916 18th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-701-5294,OK,3.60E+14,"GeoPosition[{40.62249, -73.986838}]"
UPS Alliance Location,Staples Aso 01231,8198,1760 Utica Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-763-5733,OK,3.60E+14,"GeoPosition[{40.629374, -73.928031}]"
Authorized Shipping Outlet,Russ Printing,8199,3303 Ave N,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-259-6655,OK,3.60E+14,"GeoPosition[{40.61756, -73.942145}]"
Authorized Shipping Outlet,Worldwide Shipping,8200,2071 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-338-7873,OK,3.60E+14,"GeoPosition[{40.619385, -73.933311}]"
Authorized Shipping Outlet,Triborough Business Products,8201,3602 Quentin Rd,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11234""]",718-627-6076,OK,3.60E+14,"GeoPosition[{40.614655, -73.936698}]"
Authorized Shipping Outlet,Tiger Lily,8206,442 D Lorimer St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11206""]",718-599-5700,Zip Centroid,3.60E+14,"GeoPosition[{40.702739, -73.945409}]"
Authorized Shipping Outlet,Robust,8210,248 Graham Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11206""]",718-384-3895,OK,3.60E+14,"GeoPosition[{40.710657, -73.943708}]"
Authorized Shipping Outlet,P&p Shipping and Handling,8211,790 Manhattan Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11222""]",718-389-2823,OK,3.60E+14,"GeoPosition[{40.727581, -73.952913}]"
Authorized Shipping Outlet,Moving & Direct Transport Inc,8221,793 Utica Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11203""]",718-221-4688,OK,3.60E+14,"GeoPosition[{40.653819, -73.930553}]"
Authorized Shipping Outlet,Virtual Imaging,8237,476 Albany Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11203""]",718-735-7448,OK,3.60E+14,"GeoPosition[{40.663646, -73.939981}]"
Authorized Shipping Outlet,Mailzone,8247,2003 Stillwell Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11223""]",718-373-7447,OK,3.60E+14,"GeoPosition[{40.597852, -73.985426}]"
Authorized Shipping Outlet,Mail Boxes Of Park Slope,8259,328 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11238""]",718-857-5858,OK,3.60E+14,"GeoPosition[{40.67672, -73.972165}]"
Authorized Shipping Outlet,Packaging Source Etc Llc,8274,257 Nostrand Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11205""]",718-398-7312,OK,3.60E+14,"GeoPosition[{40.690012, -73.95146}]"
UPS Alliance Location,Staples Aso 00957,8303,348 4th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-222-5732,OK,3.60E+14,"GeoPosition[{40.673693, -73.986058}]"
Authorized Shipping Outlet,Active Transport Services Inc,8304,285 5th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-965-1300,OK,3.60E+14,"GeoPosition[{40.673765, -73.982421}]"
Authorized Shipping Outlet,Park Slope Copy Center,8305,123 Seventh Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11215""]",718-783-0268,OK,3.60E+14,"GeoPosition[{40.673316, -73.976183}]"
Authorized Shipping Outlet,Shippers Express,8306,41 Schemerhorn St,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11201""]",718-858-6969,OK,3.60E+14,"GeoPosition[{40.69113, -73.992136}]"
UPS Alliance Location,Staples Aso 00755,8314,1011 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11226""]",718-703-0979,OK,3.60E+14,"GeoPosition[{40.646598, -73.958068}]"
Authorized Shipping Outlet,Supreme Shipping,8315,921 Coney Island Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11230""]",718-282-2113,OK,3.60E+14,"GeoPosition[{40.634865, -73.967405}]"
Authorized Shipping Outlet,Talk About Shipping,8316,4403 15th Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11219""]",718-633-5401,OK,3.60E+14,"GeoPosition[{40.635098, -73.984799}]"
Authorized Shipping Outlet,Audiorex,8317,944 Flatbush Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11226""]",718-941-0022,OK,3.60E+14,"GeoPosition[{40.648445, -73.958274}]"
Authorized Shipping Outlet,Check In The Mail Inc,8352,5014 16 Ave,Brooklyn,"Entity[""City"", {""Brooklyn"", ""Ohio"", ""UnitedStates""}]","Entity[""AdministrativeDivision"", {""NewYork"", ""UnitedStates""}]","Entity[""ZIPCode"", ""11204""]",718-436-6245,OK,3.60E+14,"GeoPosition[{40.63037, -73.986246}]"
